PWM1,PWM2,pair,knownCompelPair,knownBioGridPair
V$AP1_Q2_01,V$CREL_01,V$AP1_Q2_01 - V$CREL_01,TRUE,FALSE
V$ER_Q6_02,V$NFKAPPAB_01,V$ER_Q6_02 - V$NFKAPPAB_01,FALSE,TRUE
V$CEBPB_02,V$FOX_Q2,V$CEBPB_02 - V$FOX_Q2,FALSE,FALSE
V$HNF1_Q6,V$OCT1_04,V$HNF1_Q6 - V$OCT1_04,FALSE,FALSE
V$MYB_Q6,V$SREBP_Q3,V$MYB_Q6 - V$SREBP_Q3,FALSE,FALSE
V$NF1_Q6,V$NFAT_Q4_01,V$NF1_Q6 - V$NFAT_Q4_01,FALSE,FALSE
V$MAF_Q6_01,V$NFKB_Q6,V$MAF_Q6_01 - V$NFKB_Q6,FALSE,TRUE
V$GATA_C,V$USF_Q6_01,V$GATA_C - V$USF_Q6_01,FALSE,FALSE
V$MYCMAX_B,V$STAT6_01,V$MYCMAX_B - V$STAT6_01,FALSE,FALSE
V$SF1_Q6,V$USF_Q6_01,V$SF1_Q6 - V$USF_Q6_01,FALSE,FALSE
V$CP2_02,V$STAT_Q6,V$CP2_02 - V$STAT_Q6,FALSE,FALSE
V$LEF1_Q2,V$OCT_Q6,V$LEF1_Q2 - V$OCT_Q6,FALSE,FALSE
V$CREB_Q4_01,V$EBF_Q6,V$CREB_Q4_01 - V$EBF_Q6,FALSE,FALSE
V$AP1_01,V$CMYB_01,V$AP1_01 - V$CMYB_01,FALSE,FALSE
V$COUP_01,V$ELK1_01,V$COUP_01 - V$ELK1_01,FALSE,FALSE
V$MYCMAX_B,V$OCT1_04,V$MYCMAX_B - V$OCT1_04,FALSE,FALSE
V$AP1FJ_Q2,V$ELF1_Q6,V$AP1FJ_Q2 - V$ELF1_Q6,TRUE,FALSE
V$CREB_Q2,V$OCT_C,V$CREB_Q2 - V$OCT_C,FALSE,TRUE
V$AP1_01,V$NFY_Q6,V$AP1_01 - V$NFY_Q6,FALSE,TRUE
V$GR_Q6,V$MYB_Q3,V$GR_Q6 - V$MYB_Q3,FALSE,FALSE
V$NFKB_Q6,V$STAT_01,V$NFKB_Q6 - V$STAT_01,TRUE,TRUE
V$GRE_C,V$OCT_Q6,V$GRE_C - V$OCT_Q6,FALSE,TRUE
V$NFY_Q6_01,V$STAT_01,V$NFY_Q6_01 - V$STAT_01,FALSE,FALSE
V$HNF4ALPHA_Q6,V$NFY_01,V$HNF4ALPHA_Q6 - V$NFY_01,TRUE,FALSE
V$NFAT_Q6,V$OCT_Q6,V$NFAT_Q6 - V$OCT_Q6,FALSE,FALSE
V$HNF3_Q6,V$SMAD4_Q6,V$HNF3_Q6 - V$SMAD4_Q6,FALSE,FALSE
V$OCT_Q6,V$STAT_Q6,V$OCT_Q6 - V$STAT_Q6,TRUE,TRUE
V$GATA_Q6,V$NF1_Q6_01,V$GATA_Q6 - V$NF1_Q6_01,FALSE,FALSE
V$HNF3_Q6,V$SP1_Q6_01,V$HNF3_Q6 - V$SP1_Q6_01,FALSE,FALSE
V$E2A_Q2,V$KROX_Q6,V$E2A_Q2 - V$KROX_Q6,FALSE,FALSE
V$ELK1_01,V$SMAD3_Q6,V$ELK1_01 - V$SMAD3_Q6,FALSE,FALSE
V$CEBPA_01,V$CREL_01,V$CEBPA_01 - V$CREL_01,FALSE,FALSE
V$CEBP_Q3,V$CREL_01,V$CEBP_Q3 - V$CREL_01,FALSE,FALSE
V$CREL_01,V$NFAT_Q4_01,V$CREL_01 - V$NFAT_Q4_01,FALSE,FALSE
V$NFKAPPAB_01,V$USF_Q6_01,V$NFKAPPAB_01 - V$USF_Q6_01,FALSE,TRUE
V$AP1_Q6,V$OCT_Q6,V$AP1_Q6 - V$OCT_Q6,TRUE,FALSE
V$ETS1_B,V$NFKB_Q6,V$ETS1_B - V$NFKB_Q6,TRUE,FALSE
V$GRE_C,V$SP1_Q4_01,V$GRE_C - V$SP1_Q4_01,FALSE,FALSE
V$AHRHIF_Q6,V$NFAT_Q6,V$AHRHIF_Q6 - V$NFAT_Q6,FALSE,FALSE
V$ICSBP_Q6,V$NF1_Q6_01,V$ICSBP_Q6 - V$NF1_Q6_01,FALSE,FALSE
V$CETS168_Q6,V$E2A_Q2,V$CETS168_Q6 - V$E2A_Q2,FALSE,FALSE
V$ELF1_Q6,V$SMAD_Q6_01,V$ELF1_Q6 - V$SMAD_Q6_01,FALSE,FALSE
V$CP2_02,V$E2A_Q2,V$CP2_02 - V$E2A_Q2,FALSE,FALSE
V$HNF1_Q6,V$NFKAPPAB50_01,V$HNF1_Q6 - V$NFKAPPAB50_01,FALSE,FALSE
V$AP1_Q2,V$GR_Q6_01,V$AP1_Q2 - V$GR_Q6_01,TRUE,TRUE
V$AP1_Q2,V$PR_Q2,V$AP1_Q2 - V$PR_Q2,TRUE,TRUE
V$AP1_Q6,V$PR_Q2,V$AP1_Q6 - V$PR_Q2,TRUE,TRUE
V$NFKB_Q6,V$SREBP_Q3,V$NFKB_Q6 - V$SREBP_Q3,FALSE,FALSE
V$PEBP_Q6,V$SP1_Q6,V$PEBP_Q6 - V$SP1_Q6,FALSE,FALSE
V$AP1_01,V$GR_Q6_01,V$AP1_01 - V$GR_Q6_01,TRUE,TRUE
V$AP1_01,V$PR_Q2,V$AP1_01 - V$PR_Q2,TRUE,TRUE
V$MYOD_Q6_01,V$SF1_Q6,V$MYOD_Q6_01 - V$SF1_Q6,FALSE,FALSE
V$MYOD_Q6_01,V$SMAD_Q6_01,V$MYOD_Q6_01 - V$SMAD_Q6_01,FALSE,TRUE
V$PAX5_01,V$PU1_Q6,V$PAX5_01 - V$PU1_Q6,FALSE,FALSE
V$CETS168_Q6,V$GR_Q6,V$CETS168_Q6 - V$GR_Q6,TRUE,FALSE
V$E2F_Q3_01,V$SMAD4_Q6,V$E2F_Q3_01 - V$SMAD4_Q6,FALSE,FALSE
V$AML_Q6,V$NFAT_Q4_01,V$AML_Q6 - V$NFAT_Q4_01,FALSE,FALSE
V$CP2_02,V$E2F_Q4_01,V$CP2_02 - V$E2F_Q4_01,FALSE,FALSE
V$CEBP_Q2_01,V$ELK1_02,V$CEBP_Q2_01 - V$ELK1_02,TRUE,FALSE
V$CEBPB_01,V$MYCMAX_B,V$CEBPB_01 - V$MYCMAX_B,FALSE,TRUE
V$AP1_Q6,V$KROX_Q6,V$AP1_Q6 - V$KROX_Q6,FALSE,FALSE
V$IRF_Q6_01,V$MYCMAX_B,V$IRF_Q6_01 - V$MYCMAX_B,FALSE,FALSE
V$ETS1_B,V$GR_Q6_01,V$ETS1_B - V$GR_Q6_01,TRUE,TRUE
V$AP1_01,V$KROX_Q6,V$AP1_01 - V$KROX_Q6,FALSE,FALSE
V$CETS168_Q6,V$SF1_Q6,V$CETS168_Q6 - V$SF1_Q6,FALSE,FALSE
V$PIT1_Q6,V$SF1_Q6,V$PIT1_Q6 - V$SF1_Q6,FALSE,FALSE
V$HMGIY_Q6,V$NF1_Q6_01,V$HMGIY_Q6 - V$NF1_Q6_01,FALSE,FALSE
V$CREB_Q3,V$SP1_Q4_01,V$CREB_Q3 - V$SP1_Q4_01,FALSE,FALSE
V$ELK1_01,V$SP1_Q4_01,V$ELK1_01 - V$SP1_Q4_01,FALSE,FALSE
V$CEBP_Q2_01,V$CETS1P54_01,V$CEBP_Q2_01 - V$CETS1P54_01,TRUE,FALSE
V$NFAT_Q6,V$NFKAPPAB65_01,V$NFAT_Q6 - V$NFKAPPAB65_01,TRUE,FALSE
V$HMGIY_Q6,V$NFKAPPAB65_01,V$HMGIY_Q6 - V$NFKAPPAB65_01,TRUE,TRUE
V$NFAT_Q4_01,V$NFKAPPAB65_01,V$NFAT_Q4_01 - V$NFKAPPAB65_01,TRUE,FALSE
V$CREL_01,V$NFAT_Q6,V$CREL_01 - V$NFAT_Q6,FALSE,FALSE
V$CREL_01,V$STAT6_01,V$CREL_01 - V$STAT6_01,TRUE,FALSE
V$CEBPB_02,V$LEF1TCF1_Q4,V$CEBPB_02 - V$LEF1TCF1_Q4,FALSE,FALSE
V$AP1FJ_Q2,V$AP1_Q6,V$AP1FJ_Q2 - V$AP1_Q6,TRUE,TRUE
V$AP1_C,V$AP1FJ_Q2,V$AP1_C - V$AP1FJ_Q2,TRUE,TRUE
V$CEBP_Q2,V$MYB_Q6,V$CEBP_Q2 - V$MYB_Q6,TRUE,TRUE
V$CEBP_Q2,V$MYB_Q3,V$CEBP_Q2 - V$MYB_Q3,TRUE,TRUE
V$CEBP_Q2,V$LEF1_Q2,V$CEBP_Q2 - V$LEF1_Q2,FALSE,FALSE
V$CEBP_Q2,V$LEF1TCF1_Q4,V$CEBP_Q2 - V$LEF1TCF1_Q4,FALSE,FALSE
V$NF1_Q6,V$NFY_C,V$NF1_Q6 - V$NFY_C,FALSE,FALSE
V$AP1_C,V$NFY_C,V$AP1_C - V$NFY_C,FALSE,TRUE
V$EGR_Q6,V$OCT_C,V$EGR_Q6 - V$OCT_C,FALSE,FALSE
V$CEBP_Q2_01,V$ETS_Q4,V$CEBP_Q2_01 - V$ETS_Q4,TRUE,FALSE
V$CEBP_Q2_01,V$NFAT_Q4_01,V$CEBP_Q2_01 - V$NFAT_Q4_01,TRUE,TRUE
V$CEBPA_01,V$MYCMAX_B,V$CEBPA_01 - V$MYCMAX_B,FALSE,TRUE
V$CEBPA_01,V$ER_Q6_02,V$CEBPA_01 - V$ER_Q6_02,FALSE,TRUE
V$AP1_Q2,V$E2F_Q4_01,V$AP1_Q2 - V$E2F_Q4_01,FALSE,FALSE
V$MYB_Q5_01,V$MYCMAX_B,V$MYB_Q5_01 - V$MYCMAX_B,FALSE,FALSE
V$PPARA_02,V$SOX9_B1,V$PPARA_02 - V$SOX9_B1,FALSE,FALSE
V$CEBP_Q2_01,V$ER_Q6_02,V$CEBP_Q2_01 - V$ER_Q6_02,FALSE,TRUE
V$CMYB_01,V$ETS_Q4,V$CMYB_01 - V$ETS_Q4,TRUE,FALSE
V$MYB_Q6,V$NFKAPPAB65_01,V$MYB_Q6 - V$NFKAPPAB65_01,FALSE,FALSE
V$CEBPB_01,V$E2F_Q4_01,V$CEBPB_01 - V$E2F_Q4_01,FALSE,FALSE
V$AP1FJ_Q2,V$E2F1_Q4,V$AP1FJ_Q2 - V$E2F1_Q4,FALSE,FALSE
V$PPARA_02,V$SMAD3_Q6,V$PPARA_02 - V$SMAD3_Q6,FALSE,FALSE
V$E2A_Q2,V$PPARA_02,V$E2A_Q2 - V$PPARA_02,FALSE,TRUE
V$DR3_Q4,V$PPARA_02,V$DR3_Q4 - V$PPARA_02,FALSE,TRUE
V$CEBP_Q2_01,V$SMAD4_Q6,V$CEBP_Q2_01 - V$SMAD4_Q6,FALSE,TRUE
V$DR3_Q4,V$NFKB_Q6_01,V$DR3_Q4 - V$NFKB_Q6_01,FALSE,TRUE
V$CEBP_Q2_01,V$E2F_Q4_01,V$CEBP_Q2_01 - V$E2F_Q4_01,FALSE,TRUE
V$NFKAPPAB65_01,V$OSF2_Q6,V$NFKAPPAB65_01 - V$OSF2_Q6,FALSE,FALSE
V$CREL_01,V$OSF2_Q6,V$CREL_01 - V$OSF2_Q6,FALSE,FALSE
V$NF1_Q6_01,V$NFKAPPAB_01,V$NF1_Q6_01 - V$NFKAPPAB_01,FALSE,FALSE
V$AP1_Q2,V$LEF1_Q2,V$AP1_Q2 - V$LEF1_Q2,TRUE,FALSE
V$AP1_Q6,V$SREBP_Q3,V$AP1_Q6 - V$SREBP_Q3,FALSE,FALSE
V$NF1_Q6_01,V$NFKB_Q6,V$NF1_Q6_01 - V$NFKB_Q6,FALSE,FALSE
V$AP1_C,V$DR1_Q3,V$AP1_C - V$DR1_Q3,FALSE,FALSE
V$GRE_C,V$SF1_Q6,V$GRE_C - V$SF1_Q6,FALSE,FALSE
V$CETS168_Q6,V$HMGIY_Q6,V$CETS168_Q6 - V$HMGIY_Q6,FALSE,FALSE
V$E2F_Q3_01,V$NFKAPPAB65_01,V$E2F_Q3_01 - V$NFKAPPAB65_01,FALSE,FALSE
V$CREL_01,V$ETS_Q4,V$CREL_01 - V$ETS_Q4,FALSE,TRUE
V$CREB_Q2,V$HIF1_Q5,V$CREB_Q2 - V$HIF1_Q5,FALSE,FALSE
V$AHRHIF_Q6,V$SMAD3_Q6,V$AHRHIF_Q6 - V$SMAD3_Q6,TRUE,TRUE
V$CETS168_Q6,V$MYB_Q5_01,V$CETS168_Q6 - V$MYB_Q5_01,TRUE,FALSE
V$E2F_Q4_01,V$MYOD_Q6_01,V$E2F_Q4_01 - V$MYOD_Q6_01,FALSE,FALSE
V$DR3_Q4,V$DR4_Q2,V$DR3_Q4 - V$DR4_Q2,FALSE,TRUE
V$AML_Q6,V$CREL_01,V$AML_Q6 - V$CREL_01,FALSE,FALSE
V$NFY_C,V$STAT5B_01,V$NFY_C - V$STAT5B_01,FALSE,FALSE
V$OCT1_02,V$SMAD_Q6_01,V$OCT1_02 - V$SMAD_Q6_01,FALSE,FALSE
V$DR1_Q3,V$NFKB_Q6,V$DR1_Q3 - V$NFKB_Q6,FALSE,TRUE
V$EFC_Q6,V$SP1_Q6,V$EFC_Q6 - V$SP1_Q6,FALSE,FALSE
V$GATA_Q6,V$NFY_C,V$GATA_Q6 - V$NFY_C,FALSE,FALSE
V$CHOP_01,V$EFC_Q6,V$CHOP_01 - V$EFC_Q6,FALSE,FALSE
V$EFC_Q6,V$SP1_Q6_01,V$EFC_Q6 - V$SP1_Q6_01,FALSE,FALSE
V$EFC_Q6,V$SP1_Q4_01,V$EFC_Q6 - V$SP1_Q4_01,FALSE,FALSE
V$EFC_Q6,V$SP1_Q2_01,V$EFC_Q6 - V$SP1_Q2_01,FALSE,FALSE
V$NF1_Q6_01,V$SF1_Q6,V$NF1_Q6_01 - V$SF1_Q6,FALSE,FALSE
V$HNF1_Q6,V$OSF2_Q6,V$HNF1_Q6 - V$OSF2_Q6,FALSE,FALSE
V$MAF_Q6_01,V$OCT_Q6,V$MAF_Q6_01 - V$OCT_Q6,FALSE,FALSE
V$CEBPB_01,V$GRE_C,V$CEBPB_01 - V$GRE_C,TRUE,TRUE
V$NFY_C,V$NFY_Q6,V$NFY_C - V$NFY_Q6,FALSE,TRUE
V$GR_Q6,V$PR_Q2,V$GR_Q6 - V$PR_Q2,TRUE,TRUE
V$IPF1_Q4,V$OCT1_Q6,V$IPF1_Q4 - V$OCT1_Q6,FALSE,FALSE
V$CEBP_C,V$SP1_Q6_01,V$CEBP_C - V$SP1_Q6_01,FALSE,FALSE
V$GR_Q6_01,V$STAT_01,V$GR_Q6_01 - V$STAT_01,TRUE,TRUE
V$ETS_Q4,V$SOX9_B1,V$ETS_Q4 - V$SOX9_B1,FALSE,FALSE
V$ETS_Q4,V$SP1_Q6_01,V$ETS_Q4 - V$SP1_Q6_01,TRUE,TRUE
V$LEF1_Q2,V$NFKB_Q6_01,V$LEF1_Q2 - V$NFKB_Q6_01,FALSE,FALSE
V$CEBP_Q2_01,V$GR_Q6_01,V$CEBP_Q2_01 - V$GR_Q6_01,TRUE,TRUE
V$CEBPA_01,V$MYB_Q5_01,V$CEBPA_01 - V$MYB_Q5_01,TRUE,FALSE
V$E2F1_Q4,V$PPARA_02,V$E2F1_Q4 - V$PPARA_02,FALSE,FALSE
V$E2F1_Q4,V$GR_Q6_01,V$E2F1_Q4 - V$GR_Q6_01,FALSE,FALSE
V$E2F_Q4_01,V$PPARA_02,V$E2F_Q4_01 - V$PPARA_02,FALSE,FALSE
V$E2A_Q2,V$MAF_Q6_01,V$E2A_Q2 - V$MAF_Q6_01,FALSE,FALSE
V$CP2_02,V$NFAT_Q4_01,V$CP2_02 - V$NFAT_Q4_01,FALSE,FALSE
V$ELK1_02,V$PPARA_02,V$ELK1_02 - V$PPARA_02,FALSE,FALSE
V$CREB_02,V$SOX9_B1,V$CREB_02 - V$SOX9_B1,FALSE,FALSE
V$IRF_Q6_01,V$STAT5B_01,V$IRF_Q6_01 - V$STAT5B_01,FALSE,FALSE
V$LEF1TCF1_Q4,V$OSF2_Q6,V$LEF1TCF1_Q4 - V$OSF2_Q6,FALSE,FALSE
V$CP2_02,V$USF_Q6_01,V$CP2_02 - V$USF_Q6_01,FALSE,FALSE
V$HIF1_Q3,V$HNF4_Q6,V$HIF1_Q3 - V$HNF4_Q6,TRUE,FALSE
V$CP2_02,V$MYOD_Q6_01,V$CP2_02 - V$MYOD_Q6_01,FALSE,FALSE
V$MYOD_01,V$VMYB_01,V$MYOD_01 - V$VMYB_01,FALSE,FALSE
V$CMYB_01,V$CREB_Q2,V$CMYB_01 - V$CREB_Q2,FALSE,FALSE
V$CEBP_Q2,V$ELK1_02,V$CEBP_Q2 - V$ELK1_02,TRUE,FALSE
V$CEBPB_01,V$EBF_Q6,V$CEBPB_01 - V$EBF_Q6,FALSE,FALSE
V$CEBPB_02,V$EBF_Q6,V$CEBPB_02 - V$EBF_Q6,FALSE,FALSE
V$CREB_Q2,V$MAF_Q6_01,V$CREB_Q2 - V$MAF_Q6_01,FALSE,FALSE
V$CEBP_Q2,V$NFAT_Q4_01,V$CEBP_Q2 - V$NFAT_Q4_01,TRUE,TRUE
V$OSF2_Q6,V$SF1_Q6,V$OSF2_Q6 - V$SF1_Q6,FALSE,FALSE
V$ELF1_Q6,V$SF1_Q6,V$ELF1_Q6 - V$SF1_Q6,FALSE,FALSE
V$AML_Q6,V$CP2_02,V$AML_Q6 - V$CP2_02,FALSE,FALSE
V$AP1_Q2_01,V$ETS_Q4,V$AP1_Q2_01 - V$ETS_Q4,TRUE,TRUE
V$HIF1_Q3,V$MYOD_Q6_01,V$HIF1_Q3 - V$MYOD_Q6_01,FALSE,FALSE
V$CP2_02,V$KROX_Q6,V$CP2_02 - V$KROX_Q6,FALSE,FALSE
V$NFKAPPAB65_01,V$NFKB_Q6,V$NFKAPPAB65_01 - V$NFKB_Q6,TRUE,TRUE
V$CEBPB_01,V$CETS168_Q6,V$CEBPB_01 - V$CETS168_Q6,FALSE,FALSE
V$CEBPB_02,V$GRE_C,V$CEBPB_02 - V$GRE_C,TRUE,TRUE
V$CEBPB_02,V$MYCMAX_B,V$CEBPB_02 - V$MYCMAX_B,FALSE,TRUE
V$NFY_C,V$OCT1_02,V$NFY_C - V$OCT1_02,FALSE,FALSE
V$AP1_Q2_01,V$PAX5_01,V$AP1_Q2_01 - V$PAX5_01,FALSE,FALSE
V$DR3_Q4,V$NFY_Q6,V$DR3_Q4 - V$NFY_Q6,FALSE,FALSE
V$AP1_01,V$GR_Q6,V$AP1_01 - V$GR_Q6,TRUE,TRUE
V$AP1_C,V$CHOP_01,V$AP1_C - V$CHOP_01,FALSE,TRUE
V$GRE_C,V$MYB_Q3,V$GRE_C - V$MYB_Q3,FALSE,FALSE
V$AML_Q6,V$E2F1_Q4,V$AML_Q6 - V$E2F1_Q4,FALSE,FALSE
V$E2F1_Q4,V$HIF1_Q3,V$E2F1_Q4 - V$HIF1_Q3,FALSE,FALSE
V$E2F_Q3_01,V$PPARA_02,V$E2F_Q3_01 - V$PPARA_02,FALSE,FALSE
V$AP1_Q2_01,V$OSF2_Q6,V$AP1_Q2_01 - V$OSF2_Q6,FALSE,TRUE
V$CP2_02,V$SMAD4_Q6,V$CP2_02 - V$SMAD4_Q6,FALSE,FALSE
V$FOX_Q2,V$POU1F1_Q6,V$FOX_Q2 - V$POU1F1_Q6,FALSE,FALSE
V$EGR_Q6,V$NFKB_Q6_01,V$EGR_Q6 - V$NFKB_Q6_01,FALSE,TRUE
V$EGR_Q6,V$NFAT_Q4_01,V$EGR_Q6 - V$NFAT_Q4_01,FALSE,TRUE
V$CP2_02,V$ELK1_02,V$CP2_02 - V$ELK1_02,FALSE,FALSE
V$MYOD_Q6_01,V$NFKAPPAB_01,V$MYOD_Q6_01 - V$NFKAPPAB_01,FALSE,FALSE
V$CREB_02,V$E2A_Q2,V$CREB_02 - V$E2A_Q2,FALSE,TRUE
V$OSF2_Q6,V$PAX5_01,V$OSF2_Q6 - V$PAX5_01,FALSE,FALSE
V$AP1_Q4_01,V$PAX5_01,V$AP1_Q4_01 - V$PAX5_01,FALSE,FALSE
V$CREB_Q2,V$E2A_Q2,V$CREB_Q2 - V$E2A_Q2,FALSE,TRUE
V$DR4_Q2,V$NFKB_Q6,V$DR4_Q2 - V$NFKB_Q6,FALSE,FALSE
V$E2F_03,V$E2F_Q4_01,V$E2F_03 - V$E2F_Q4_01,FALSE,TRUE
V$CETS168_Q6,V$PU1_Q6,V$CETS168_Q6 - V$PU1_Q6,TRUE,TRUE
V$CREB_Q3,V$E2A_Q2,V$CREB_Q3 - V$E2A_Q2,FALSE,TRUE
V$CREB_Q4_01,V$E2A_Q2,V$CREB_Q4_01 - V$E2A_Q2,FALSE,TRUE
V$CMYB_01,V$STAT5B_01,V$CMYB_01 - V$STAT5B_01,FALSE,FALSE
V$CREL_01,V$MYB_Q5_01,V$CREL_01 - V$MYB_Q5_01,FALSE,FALSE
V$CREL_01,V$SMAD_Q6_01,V$CREL_01 - V$SMAD_Q6_01,FALSE,FALSE
V$AP1_Q6,V$PAX5_01,V$AP1_Q6 - V$PAX5_01,FALSE,FALSE
V$AP1FJ_Q2,V$NFAT_Q6,V$AP1FJ_Q2 - V$NFAT_Q6,TRUE,TRUE
V$HNF3_Q6,V$SOX9_B1,V$HNF3_Q6 - V$SOX9_B1,FALSE,FALSE
V$DR3_Q4,V$OSF2_Q6,V$DR3_Q4 - V$OSF2_Q6,FALSE,FALSE
V$PR_Q2,V$SMAD_Q6_01,V$PR_Q2 - V$SMAD_Q6_01,FALSE,TRUE
V$CREBP1CJUN_01,V$SF1_Q6,V$CREBP1CJUN_01 - V$SF1_Q6,FALSE,TRUE
V$AP1_Q2,V$IRF_Q6_01,V$AP1_Q2 - V$IRF_Q6_01,FALSE,FALSE
V$ER_Q6,V$ER_Q6_02,V$ER_Q6 - V$ER_Q6_02,FALSE,TRUE
V$AP1_01,V$GRE_C,V$AP1_01 - V$GRE_C,TRUE,TRUE
V$AP1_Q2_01,V$GRE_C,V$AP1_Q2_01 - V$GRE_C,TRUE,TRUE
V$AP1_Q4_01,V$GRE_C,V$AP1_Q4_01 - V$GRE_C,TRUE,TRUE
V$NF1_Q6_01,V$NFY_C,V$NF1_Q6_01 - V$NFY_C,FALSE,FALSE
V$CREB_Q3,V$MYCMAX_B,V$CREB_Q3 - V$MYCMAX_B,FALSE,FALSE
V$E2F1_Q4,V$SMAD3_Q6,V$E2F1_Q4 - V$SMAD3_Q6,FALSE,FALSE
V$ELF1_Q6,V$MYB_Q5_01,V$ELF1_Q6 - V$MYB_Q5_01,FALSE,FALSE
V$CREB_Q3,V$HNF4_Q6,V$CREB_Q3 - V$HNF4_Q6,FALSE,FALSE
V$ELK1_01,V$ELK1_02,V$ELK1_01 - V$ELK1_02,FALSE,TRUE
V$ETS_Q6,V$GR_Q6,V$ETS_Q6 - V$GR_Q6,TRUE,TRUE
V$CP2_02,V$ETS1_B,V$CP2_02 - V$ETS1_B,FALSE,FALSE
V$HIF1_Q5,V$NFKB_Q6_01,V$HIF1_Q5 - V$NFKB_Q6_01,FALSE,TRUE
V$NFKB_Q6_01,V$USF_Q6_01,V$NFKB_Q6_01 - V$USF_Q6_01,FALSE,TRUE
V$E2A_Q2,V$E2F_Q4_01,V$E2A_Q2 - V$E2F_Q4_01,FALSE,FALSE
V$OCT1_04,V$VMYB_01,V$OCT1_04 - V$VMYB_01,FALSE,FALSE
V$CETS1P54_01,V$GR_Q6,V$CETS1P54_01 - V$GR_Q6,TRUE,FALSE
V$CREL_01,V$IRF_Q6,V$CREL_01 - V$IRF_Q6,FALSE,FALSE
V$MYB_Q6,V$OCT1_02,V$MYB_Q6 - V$OCT1_02,FALSE,FALSE
V$NFY_Q6_01,V$OCT1_04,V$NFY_Q6_01 - V$OCT1_04,FALSE,FALSE
V$NFAT_Q6,V$NFY_C,V$NFAT_Q6 - V$NFY_C,FALSE,FALSE
V$ELF1_Q6,V$NFY_C,V$ELF1_Q6 - V$NFY_C,FALSE,TRUE
V$ETS1_B,V$PR_Q2,V$ETS1_B - V$PR_Q2,TRUE,TRUE
V$FOX_Q2,V$SOX9_B1,V$FOX_Q2 - V$SOX9_B1,FALSE,FALSE
V$LEF1_Q2,V$STAT_Q6,V$LEF1_Q2 - V$STAT_Q6,FALSE,TRUE
V$CEBPA_01,V$ER_Q6,V$CEBPA_01 - V$ER_Q6,FALSE,TRUE
V$CEBPA_01,V$PPARA_02,V$CEBPA_01 - V$PPARA_02,FALSE,FALSE
V$CEBPA_01,V$DR4_Q2,V$CEBPA_01 - V$DR4_Q2,FALSE,FALSE
V$CEBPB_02,V$ER_Q6,V$CEBPB_02 - V$ER_Q6,FALSE,TRUE
V$CEBP_Q2,V$ER_Q6,V$CEBP_Q2 - V$ER_Q6,FALSE,TRUE
V$CEBP_Q2,V$PPARA_02,V$CEBP_Q2 - V$PPARA_02,FALSE,FALSE
V$USF_C,V$USF_Q6_01,V$USF_C - V$USF_Q6_01,FALSE,TRUE
V$E2F1_Q4,V$PIT1_Q6,V$E2F1_Q4 - V$PIT1_Q6,FALSE,FALSE
V$DR4_Q2,V$NFY_Q6_01,V$DR4_Q2 - V$NFY_Q6_01,FALSE,FALSE
V$NF1_Q6_01,V$PIT1_Q6,V$NF1_Q6_01 - V$PIT1_Q6,FALSE,FALSE
V$CP2_01,V$USF_C,V$CP2_01 - V$USF_C,FALSE,FALSE
V$HNF4_Q6,V$NF1_Q6,V$HNF4_Q6 - V$NF1_Q6,FALSE,FALSE
V$AP1_C,V$MYB_Q3,V$AP1_C - V$MYB_Q3,FALSE,FALSE
V$E2F_Q4_01,V$USF_Q6_01,V$E2F_Q4_01 - V$USF_Q6_01,FALSE,TRUE
V$CREB_02,V$OCT_Q6,V$CREB_02 - V$OCT_Q6,FALSE,TRUE
V$COUP_01,V$SMAD4_Q6,V$COUP_01 - V$SMAD4_Q6,FALSE,TRUE
V$COUP_01,V$E2A_Q2,V$COUP_01 - V$E2A_Q2,FALSE,FALSE
V$ER_Q6,V$NFKB_Q6_01,V$ER_Q6 - V$NFKB_Q6_01,FALSE,TRUE
V$AP1_C,V$MYOD_Q6_01,V$AP1_C - V$MYOD_Q6_01,FALSE,TRUE
V$AP1_01,V$MYOD_Q6_01,V$AP1_01 - V$MYOD_Q6_01,FALSE,TRUE
V$PPARA_02,V$STAT_Q6,V$PPARA_02 - V$STAT_Q6,FALSE,TRUE
V$HMGIY_Q6,V$PEBP_Q6,V$HMGIY_Q6 - V$PEBP_Q6,FALSE,FALSE
V$HNF4_Q6,V$MYB_Q3,V$HNF4_Q6 - V$MYB_Q3,FALSE,FALSE
V$EBF_Q6,V$HNF3_Q6,V$EBF_Q6 - V$HNF3_Q6,FALSE,FALSE
V$ELK1_02,V$NFKB_Q6,V$ELK1_02 - V$NFKB_Q6,FALSE,FALSE
V$ELK1_02,V$ETS_Q4,V$ELK1_02 - V$ETS_Q4,FALSE,TRUE
V$E2F_Q4_01,V$NFKAPPAB50_01,V$E2F_Q4_01 - V$NFKAPPAB50_01,FALSE,TRUE
V$CEBPA_01,V$SOX9_B1,V$CEBPA_01 - V$SOX9_B1,FALSE,FALSE
V$COUP_01,V$NFAT_Q6,V$COUP_01 - V$NFAT_Q6,FALSE,FALSE
V$MYCMAX_B,V$MYOD_Q6_01,V$MYCMAX_B - V$MYOD_Q6_01,FALSE,TRUE
V$NFKAPPAB50_01,V$NFKB_C,V$NFKAPPAB50_01 - V$NFKB_C,TRUE,TRUE
V$NF1_Q6,V$OCT_Q6,V$NF1_Q6 - V$OCT_Q6,FALSE,FALSE
V$DR4_Q2,V$HMGIY_Q6,V$DR4_Q2 - V$HMGIY_Q6,FALSE,FALSE
